id,trigger,conditions,script,text,options,notes
sunrider_missionVows_weddingKaraokeSong_seaOfFire,Sunrider_MissionVows_DisplaySong,!$fakeVar score:10,"$song = seaOfFire 0
Highlight ""Sea of Fire""","The screen scrolls through several songs until it stops at ""Sea of Fire, by Mizuki (UNIDOTS)."" It starts in Japanese, but it’s mostly in English. Very shortly after is begins, Gabriel emerges from the crowd, ""Sea of Fire? A friend told me about it sometime ago, and I loved it! Come on, captain... nail it!""",,
sunrider_missionVows_weddingKaraokeSong_lagtrain,Sunrider_MissionVows_DisplaySong,!$fakeVar score:10,"$song = lagtrain 0
Highlight ""Lagtrain""","The screen scrolls through several songs until it stops at ""Lagtrain, by Kaai Yuki."" Quite the song in Japanese, but if you understand the language, you’ll probably wonder why a song with such lyrics has such rhythm.",,
sunrider_missionVows_weddingKaraokeSong_bohemianRhapsody,Sunrider_MissionVows_DisplaySong,!$fakeVar score:10,"$song = bohemianRhapsody 0
Highlight ""Bohemian Rhapsody""","The screen scrolls through several songs until it stops at ""Bohemian Rhapsody, by Queen."" This song in English starts slow, but gets faster as it progresses, besides, it’s a classic notably loved by many, a few of the crowd envy you for having rolled it.",,
sunrider_missionVows_weddingKaraokeSong_amazingGrace,Sunrider_MissionVows_DisplaySong,!$fakeVar score:10,"$song = seaOfFire 0
Highlight ""Amazing Grace""","The screen scrolls through several songs until it stops at ""Amazing Grace, by various artists."" A very slow and calm song in English. Nearly everyone in this hall, especially the older people enjoy this one with a passion. ",,
sunrider_missionVows_weddingKaraokeSong_starSky,Sunrider_MissionVows_DisplaySong,!$fakeVar score:10,"$song = starSky 0
Highlight ""Star Sky""","The screen scrolls through several songs until it stops at ""Star Sky, by Felicia Farerre."" A song in English that thanks to the singer’s voice, manages to give you goosebumps despite the lyrics being on the slower side of the playlist.",,
sunrider_missionVows_weddingKaraokeSong_gate,Sunrider_MissionVows_DisplaySong,!$fakeVar score:10,"$song = gate 0
Highlight ""Gate""","The screen scrolls through several songs until it stops at ""Gate (Sore wa Akatsuki no You ni)."" A slightly fast song in Japanese. Good luck.",,
sunrider_missionVows_weddingKaraokeSong_sweetLittleLies,Sunrider_MissionVows_DisplaySong,!$fakeVar score:10,"$song = sweetLittleLies 0
Highlight ""Sweet Little Lies""","The screen scrolls through several songs until it stops at ""Sweet Little Lies, by Bülow."" A song in English that manages to simultaneously be a moment of touching vulnerability and a veritable, euphoric bop.",,
sunrider_missionVows_weddingKaraokeSong_akuma,Sunrider_MissionVows_DisplaySong,!$fakeVar score:10,"$song = gate 0
Highlight ""AKUMA""","The screen scrolls through several songs until it stops at ""AKUMA, by Tokoyami Towa."" A quite energetic song in Japanese. It seems that the teens nearby like the title.",,
sunrider_missionVows_weddingKaraokeSong_buryTheLight,Sunrider_MissionVows_DisplaySong,!$fakeVar score:10,"$song = buryTheLight 0
Highlight ""Bury the Light""","The screen scrolls through several songs until it stops at ""Bury the Light, by Casey Edwards and Victor Borba."" At the mention of this English song, some youths nearby start hollering. You catch something about an... approaching storm?",,
sunrider_missionVows_weddingKaraokeResult_na,Sunrider_MissionVows_GetKaraokeResults,$songResult == 0,,"You start singing, but soon decide to stop. The crowd around you is slightly disappointed, but it can’t be helped, this isn’t your thing after all.",sunrider_missionVows_weddingHubRepeat:Leave in disgrace,
sunrider_missionVows_weddingKaraokeResult_1,Sunrider_MissionVows_GetKaraokeResults,$songResult == 1,"Highlight ""10"" ""100""","When the song ends, the screen displays: ""Score: 10/100 - Go sing in the shower for your own sake, friend.""

Well, at least the only thing making fun of you for your poor performance is the machine because. The crowd just puts on a commiserative look for you before you return the microphone.
",sunrider_missionVows_weddingHubRepeat:Leave in disgrace,
sunrider_missionVows_weddingKaraokeResult_2,Sunrider_MissionVows_GetKaraokeResults,$songResult == 2,"Highlight ""25"" ""100""","When the song ends, the screen displays: ""Score: 25/100 - At least you tried.""

The crowd around you look indifferent as they didn’t know what score to expect. You return the microphone and decide to stay away from any other for a while.",sunrider_missionVows_weddingHubRepeat:Leave quietly,
sunrider_missionVows_weddingKaraokeResult_3,Sunrider_MissionVows_GetKaraokeResults,$songResult == 3,"Highlight ""45"" ""100""","When the song ends, the screen displays: ""Score: 45/100 - Not too bad, practice some more though. Remember that the master has failed more than the beginner has ever tried.""

You get a few claps from the crowd, but it’s not a satisfying score at all. ",sunrider_missionVows_weddingHubRepeat:Leave,
sunrider_missionVows_weddingKaraokeResult_4,Sunrider_MissionVows_GetKaraokeResults,$songResult == 4,"Highlight ""75"" ""100""","When the song ends, the screen displays: ""Score: 75/100 - Excellent!""

The crowd liked your performance. You return the microphone with a smile. If you weren’t a spacer, you’d certainly be a singer.",sunrider_missionVows_weddingHubRepeat:Leave,
sunrider_missionVows_weddingKaraokeResult_5,Sunrider_MissionVows_GetKaraokeResults,$songResult == 5,"Highlight ""100"" ""100""","When the song ends, the screen displays: ""Score: 100/100 - Beautiful performance, you are a superstar. Congratulations!""

You were flawless, to the point that the whole party gave you as much applauses as they gave to $sunrider_missionVows_groomFirst and $sunrider_missionVows_brideFirst the moment they became husband and wife. You return the microphone proud of yourself and raising your arms in celebration.",sunrider_missionVows_weddingHubRepeat:Ride the high back to the party,
sunrider_missionVows_weddingFirstEvent1,DialogOptionSelected,$option == sunrider_missionVows_weddingFirstEvent1,"$seenFirstEvent = true 0
ShowPersonVisual true sunrider_santos
Call $global.sunrider_missionVows_ref showTempHegOfficer
ShowThirdPerson sunrider_saint","You get yourself some water before returning to your table, and when you sit down to take a break, you see the groom talking to two people in Hegemony uniforms. One of them is Azrael; the other is not familiar, but almost certainly in higher rank.

The other person says, ""You’ve shown talent for it, young lad. You should really consider my offer.""",sunrider_missionVows_weddingFirstEvent2:Continue,
sunrider_missionVows_weddingFirstEvent2,DialogOptionSelected,$option == sunrider_missionVows_weddingFirstEvent2,,"They don’t seem to care that multiple people may be listening, especially Gabriel, who replies, ""Sorry, Raziel. I will have to turn it down, not just because I’d probably be fired quickly for refusing to ever take a human life... or tell anyone to, but also because I had the privilege of being born in a world where I can come out in the open, take a deep breath and appreciate the lush green fields under a blue sky, and if Ludd allows, I intend to die there when my time comes.""

""Told you he'd say no,"" Azrael says.

Gabriel concludes, ""I thank you for the offer, but I’m already having a fulfilling and happy life. I don’t want it to be any different to my future children, you know."" 

Raziel nods. ""Then I deeply respect your decision, Gabriel.""",sunrider_missionVows_weddingFirstEvent3:Continue,
sunrider_missionVows_weddingFirstEvent3,DialogOptionSelected,$option == sunrider_missionVows_weddingFirstEvent3,HideSecondPerson,"Azrael looks around rather quickly. ""Where is she...? Ah, too far."" 

Gabriel asks confused. ""Come again?"" 

Azrael answers, ""Boy, imagine if Mrs. Grand Order heard what you just said. I’d grab a chair and popcorn to watch the show.""

The officer, who seemingly had a serious face all the time, starts laughing, while Gabriel covers his mouth with a hand and tries not to laugh himself too... at least until Azrael says, ""you know what? I'm telling her,"" and starts sauntering towards the bride. Gabriel follows and yells, ""DON’T YOU DARE!""",sunrider_missionVows_weddingFirstEvent4:...,
sunrider_missionVows_weddingFirstEvent4,DialogOptionSelected,$option == sunrider_missionVows_weddingFirstEvent4,HideThirdPerson,"Some time later, when you’re about to get up from your break, you see Gabriel again, holding a cupcake. 

He looks at you and shouts ""Enjoying the party, captain?"" However, you notice that now his face is full of lipstick marks.","sunrider_missionVows_weddingFirstEvent5Laugh:Laugh at him
sunrider_missionVows_weddingFirstEvent5Warn:Warn him about it
sunrider_missionVows_weddingFirstEvent5Nod:Nod and raise your glass of water",
sunrider_missionVows_weddingFirstEvent5Laugh,DialogOptionSelected,$option == sunrider_missionVows_weddingFirstEvent5Laugh,,"""What’s wrong?"" he asks. 

When you point at his face, he rubs his cheek, then looks at his hand. It takes a moment for him to understand, whereupon he shrugs and shakes his head with an almost unnoticeable smile.

""Yeah, with a cousin like Azrael, do I even need enemies?"" 

He walks away to wash it off. At least he took it with good sense of humor. ",sunrider_missionVows_weddingHubRepeat:Return to the party,
sunrider_missionVows_weddingFirstEvent5Warn,DialogOptionSelected,$option == sunrider_missionVows_weddingFirstEvent5Warn,,"You tell him what the problem is. He rubs his face, looks at his hand, then shrugs and shakes his head with an almost unnoticeable smile.

""Yeah, with a cousin like Azrael, do I even need enemies?"" 

He walks away to wash it off. At least he took it with good sense of humor. ",sunrider_missionVows_weddingHubRepeat:Return to the party,
sunrider_missionVows_weddingFirstEvent5Nod,DialogOptionSelected,$option == sunrider_missionVows_weddingFirstEvent5Nod,,"He gives you a thumbs up and continues on his way, still oblivious of the situation. Oh dear!",sunrider_missionVows_weddingHubRepeat:Return to the party,
sunrider_missionVows_weddingSecondEvent1,DialogOptionSelected,$option == sunrider_missionVows_weddingSecondEvent1,"$seenSecondEvent = true 0
ShowDefaultVisual
ShowPersonVisual true sunrider_grandorder","It’s past half the time of the party. The bride’s voice is heard on the speaker, ""can the ladies please gather here in the middle of the hall? Because it’s time for bouquet toss!"" 

Almost all the women, and even a few guards do as she requests, she turns her back on them and prepares to toss the bouquet. ""Three, two, one...""",sunrider_missionVows_weddingSecondEvent2:Continue,
sunrider_missionVows_weddingSecondEvent2,DialogOptionSelected,$option == sunrider_missionVows_weddingSecondEvent2,Sunrider_PlayInteractionMusic Colors_sad,"However, when she raises her arms, she doesn’t toss it. ""...Nope!"" 

Instead, she turns to the women again, walks towards them and hands over the bouquet to one of her bridesmaids. The other woman is confused, and then told to look behind her.

One of the guards removes his helmet and kneels before her with a ring. ""Will you marry me?"" 

The woman starts crying and nods, ""Sa-Sariel! Yes, I will!"" 

They hug each other, and the guests celebrate this new engagement.
",sunrider_missionVows_weddingSecondEvent3:Continue,
sunrider_missionVows_weddingSecondEvent3,DialogOptionSelected,$option == sunrider_missionVows_weddingSecondEvent3,$wantMusicReset = true 0,"When the crowd calms down, the wedded couple announces that it’s time for the cake, which looks large enough for a thousand people. They cut the first slices together, but don’t choose who will have the first or second slice, they simply let everybody have one as soon as possible.

When it’s your turn to have one, you take a bite. It is a masterpiece of chocolate that leaves you mesmerized for a moment. 
",sunrider_missionVows_weddingHubRepeat:Return to the party,
sunrider_missionVows_weddingFinale1,DialogOptionSelected,$option == sunrider_missionVows_weddingFinale1,"unset $eventsDone
ShowPersonVisual true sunrider_santos","As the party is coming to an end, $sunrider_missionVows_groomFirst asks the attendees to move close to the altar for another announcement. 

""Do you all remember the piece of paper you received before entering this hall?"" You notice three tables behind the couple, which weren’t there until a few minutes ago. Each has different colors and objects. 

""If $sunrider_missionVows_brideFirst pulls your number, you’ll get a prize of your choice, but the second can’t pick anything from the gold table, and the third can only choose what’s in the bronze table, okay?""",sunrider_missionVows_weddingFinale2:Continue,
sunrider_missionVows_weddingFinale2,DialogOptionSelected,$option == sunrider_missionVows_weddingFinale2,ShowSecondPerson sunrider_grandorder,"Without delay, $sunrider_missionVows_brideFirst shakes a cardboard box, then pulls a piece of paper. 

""The first winner is 25424. Congratulations!"" 

A guest nearby celebrates as they show the winning number in their hands, then happily grabs a ship miniature.",sunrider_missionVows_weddingFinale3:Wait for the next draw,
sunrider_missionVows_weddingFinale3,DialogOptionSelected,$option == sunrider_missionVows_weddingFinale3,,"She shakes the box again, this time drawing the number 10399.

The winning person picks up a handcrafted pendant with a grin.",sunrider_missionVows_weddingFinale4:Wait for the final draw,
sunrider_missionVows_weddingFinale4,DialogOptionSelected,$option == sunrider_missionVows_weddingFinale4,,"""The third and last winner is..."" she says before pulling the paper, ""19603. Congratulations!""
",sunrider_missionVows_weddingFinale5:It's your number!,
sunrider_missionVows_weddingFinale5,DialogOptionSelected,$option == sunrider_missionVows_weddingFinale5,ShowImageVisual GalleonDogooRensouhou,"$sunrider_missionVows_groomFirst calls you to the bronze table. ""Which one will it be?""

There are only three stuffed toys, however, given the looks of everything else in the other prize pools, hardly anything is worth 5 credits.
","sunrider_missionVows_weddingFinalePrizeGalleon:Check the brown box
sunrider_missionVows_weddingFinalePrizeDogoo:Check the blue box
sunrider_missionVows_weddingFinalePrizeRensouhou:Check the gray box",
sunrider_missionVows_weddingFinale5Repeat,DialogOptionSelected,$option == sunrider_missionVows_weddingFinale5Repeat,ShowImageVisual GalleonDogooRensouhou,You think over your choices again.,"sunrider_missionVows_weddingFinalePrizeGalleon:Check the brown box
sunrider_missionVows_weddingFinalePrizeDogoo:Check the blue box
sunrider_missionVows_weddingFinalePrizeRensouhou:Check the gray box",
sunrider_missionVows_weddingFinalePrizeGalleon,DialogOptionSelected,$option == sunrider_missionVows_weddingFinalePrizeGalleon,"$prize = galleon 0
ShowImageVisual SRgalleon","""This is a dragon, Galleon,"" he says. ""I’m sure she will gladly bless you with her might and grace.""","sunrider_missionVows_weddingFinalePickPrize:Choose this prize
sunrider_missionVows_weddingFinale5Repeat:Go back",
sunrider_missionVows_weddingFinalePrizeDogoo,DialogOptionSelected,$option == sunrider_missionVows_weddingFinalePrizeDogoo,"$prize = dogoo 0
ShowImageVisual SRdogoo","""This is a dogoo,"" he says, ""a mixture of a dog and a goo monster. It may look weird, but if you pick it, I'm sure it’ll be your new best friend.""","sunrider_missionVows_weddingFinalePickPrize:Choose this prize
sunrider_missionVows_weddingFinale5Repeat:Go back",
sunrider_missionVows_weddingFinalePrizeRensouhou,DialogOptionSelected,$option == sunrider_missionVows_weddingFinalePrizeRensouhou,"$prize = rensouhou 0
ShowImageVisual SRrensouhou","""This is Rensouhou-chan,"" he says. ""An ancient turret that was supposed to be sentient. It says ‘Zekamashi’ on the lifebuoy, but that’s all I can say about it.""","sunrider_missionVows_weddingFinalePickPrize:Choose this prize
sunrider_missionVows_weddingFinale5Repeat:Go back",
sunrider_missionVows_weddingFinalePickPrize,DialogOptionSelected,$option == sunrider_missionVows_weddingFinalePickPrize,"$player.sunrider_vowsPrize = $prize
ShowPersonVisual true sunrider_santos
ShowSecondPerson sunrider_grandorder
Sunrider_PlayInteractionMusic SunriderRecover","$sunrider_missionVows_groomFirst nods. ""All yours, captain.""

You hear $sunrider_missionVows_brideFirst on the microphone. ""With this, we’re done. Once again, God bless you all for being with us in such an important and joyous moment of our lives, I hope everyone enjoyed it to the fullest. And... Muriel and Sariel, we will be here for your wedding too.""",sunrider_missionVows_weddingFinale6:Continue,
sunrider_missionVows_weddingFinale6,DialogOptionSelected,$option == sunrider_missionVows_weddingFinale6,,"You examine your new stuffed toy for a few minutes, then put it under your arm. When you look up, the couple are standing in front of you with warm smiles. 

""We hope that this plush brings you not only good memories, but also good fortune in your travels among the stars, $playerName,"" $sunrider_missionVows_groomFirst says before hugging you.

$sunrider_missionVows_brideFirst hugs you as well. ""Thankies so much for everything, cap’n, we love ya. Take care!""","sunrider_missionVows_weddingFinale7Invite:""I’ll invite you both to my eventual wedding too.""
sunrider_missionVows_weddingFinale7Bye:""Goodbye.""",
sunrider_missionVows_weddingFinale7Invite,DialogOptionSelected,$option == sunrider_missionVows_weddingFinale7Invite,"AdjustRepPerson sunrider_grandorder COOPERATIVE 10
AdjustRepPerson sunrider_santos COOPERATIVE 10","She raises both eyebrows. ""Really? We'll gladly attend to it. Let me warn ya tho... the more cycles ya take, the more little guests we’ll have to bring with us.""

He covers his face with one hand and laughs, she continues with a smirk, ""one smaller than the other,"" and starts to hold a laugh as well.

""Don't mind her, captain,"" he says after he managed to stop laughing. ""She always looks for the slightest opportunity to mess with me.""

You can't help but let out a chuckle yourself. The sector may have fallen into a dark and chaotic age; however, it perhaps wouldn’t be so hopeless if people like this couple weren’t so rare. They aren’t afraid of smiling, or making others smile.",sunrider_missionVows_weddingFinale7Bye:Say goodbye and leave,
sunrider_missionVows_weddingFinale7Bye,DialogOptionSelected,$option == sunrider_missionVows_weddingFinale7Bye,"AdjustRepPerson sunrider_grandorder COOPERATIVE 5
AdjustRepPerson sunrider_santos COOPERATIVE 5","Finally, as you exchange your last farewells, they hold their palms together and bow slightly. ""We’ll be praying for your safety out there, captain $playerName. Goodbye,"" he says.

""Bye-bye, cap’n. Ya got a new friend now, go show the galaxy to it,"" she says playfully before you leave the hall.",sunrider_missionVows_weddingFinale8:Depart,
sunrider_missionVows_weddingFinale8,DialogOptionSelected,$option == sunrider_missionVows_weddingFinale8,"ShowDefaultVisual
Call $global.sunrider_missionVows_ref complete
AddStoryPoints 2","You return to your fleet with a stuffed toy in your hands, looking silently out at the colors of Kumari Aru.

No wonder the curate called them ""radiant youngsters.""",sunrider_missionVows_weddingFinale9:...,
sunrider_missionVows_weddingFinale9,DialogOptionSelected,$option == sunrider_missionVows_weddingFinale9,,"You return to your $shipOrFleet without event. 

It was nice to know peace in the Sector, however briefly. Now... the galaxy awaits.",defaultLeave:Continue on your journey,
sunrider_missionVows_weddingFinale9Chess,DialogOptionSelected,"$option == sunrider_missionVows_weddingFinale9
$player.sunrider_missionVows_playedChessWithGrandOrder",,"You return to your $shipOrFleet.

Later, while you're chatting with your officers about the event, someone recognizes $sunrider_missionVows_brideFirst's name. They tap their TriPad a few times and show you that she came out as the winner of a Sector-wide chess championship when she was a teenager.

For a moment, you wonder why she didn’t say anything, but if she did, she’d probably have nobody to play with.",defaultLeave:Oh well! Time to leave.,
#END Vows mission,,,,,,
,,,,,,
# Showdown,,,,,,
sunrider_missionShowdown_avaBrief1NoSunrider,DialogOptionSelected,$option == sunrider_missionShowdown_avaBrief1,BeginConversation sunrider_ava true false,"After returning to your $shipOrFleet, you summon Ava to your bridge. Minutes later, she arrives and salutes.",sunrider_missionShowdown_avaBrief2:Continue,
sunrider_missionShowdown_avaBrief1Sunrider,DialogOptionSelected,"$option == sunrider_missionShowdown_avaBrief1
Sunrider_MiscFunctions isAvaOnSunrider",BeginConversation sunrider_ava true false,"You take a shuttle to the Sunrider and pay a visit to Ava in her office.

She stands and salutes as you enter. ""$PlayerSirOrMadam.""",sunrider_missionShowdown_avaBrief2:Continue,
sunrider_missionShowdown_avaBrief2,DialogOptionSelected,$option == sunrider_missionShowdown_avaBrief2,"BeginConversation sunrider_ava true false
Call $global.sunrider_missionShowdown_ref updateData","You explain the new mission and show her the photo Saint gave you. At the sight, her eye widens instantly.

""More Nightmares?"" She zooms in on the image, frowning. ""...and Ryuvian Cruisers too, it seems.""",sunrider_missionShowdown_avaBrief3:Ask about the cruisers,
sunrider_missionShowdown_avaBrief3,DialogOptionSelected,$option == sunrider_missionShowdown_avaBrief3,,"""They were the most numerous units of the ancient Holy Ryuvian Empire, not many weapons, but strong shield and can be crewed or operate autonomously."" Her eye sweeps over the image for a few moments, before she zooms the display back out.

""We've encountered them a few times; thankfully, they aren’t as dangerous as the Nightmares. They’re perhaps closer to a..."" she thinks for a moment, ""an Aurora.

""With your permission, captain, I will brief the $shipOrFleet's officers about the threat we will face.""",sunrider_missionShowdown_avaBriefEnd:Thank her and end the conversation,
sunrider_missionShowdown_avaBriefEnd,DialogOptionSelected,$option == sunrider_missionShowdown_avaBriefEnd,EndConversation DO_NOT_FIRE,"After the two of you part ways, you consider how to tackle this challenge. It should be solvable... right?

The $sunrider_missionShowdown_system awaits.",defaultLeave:Resume course,
sunrider_missionShowdown_hegWreckOpen,OpenInteractionDialog,"$customType == wreck
$sunrider_missionShowdown_hegemonyWreck score:1000
!$sunrider_missionShowdown_wreckExplored","$canNotSalvage = true 0
ShowDefaultVisual
SalvageGenFromSeed
FireBest SalvageCheckHostile
Call $global.sunrider_missionShowdown_ref updateData","Your $shipOrFleet approaches $aOrAn $nameInText.

The ship was ravaged so badly that you can barely identify it as a Hegemony vessel. Presumably it's a survivor - for certain values of the term - from the encounter with the Ryuvian fleet. If anyone else made it, there's no sign of them here.",,
sunrider_missionShowdown_hegWreck1,CheckSalvageSpecial,"$customType == wreck
$sunrider_missionShowdown_hegemonyWreck score:1000
!$sunrider_missionShowdown_wreckExplored","$sunrider_missionShowdown_wreckExplored = true
AddCommodity organs 2","Your salvors find a few of sleeper pods running on backup power, but they appear to have malfunctioned. No convenient witnesses, there.

More interesting is an apparently still-working databank retrieved from the ship's bridge. It appears to be a ship's log.",sunrider_missionShowdown_hegWreck2:Access the log,
sunrider_missionShowdown_hegWreck2,DialogOptionSelected,$option == sunrider_missionShowdown_hegWreck2,"Highlight energy damage
Sunrider_PlayInteractionMusic SunriderValve","The black box is already unlocked, perhaps the work of an unknown crewmember as the ship died. It seems to belong to an Enforcer fresh off the Bhilai Astra yards on its first - and last - official mission.

The most recent recordings show a Hegemony fleet being pursued by something in hyperspace. They had come to the star system to fight it alongside a Luddic Church fleet, but four Ryuvian Nightmares annihilated both in a matter of minutes.

The really alarming detail is an audio recording of radio chatter from what appears to be the Hegemony flagship. ""What the hell? The TPC is doing nothing! Are their shields immune to energy damage?""

The news leaves a sour taste in everyone's mouths. Should you encounter this fleet, it’ll be more than twice as difficult as the first time you fought Ryuvian monstruous technology.

Still, a job is a job.",sunrider_missionShowdown_hegWreck3:Continue,
sunrider_missionShowdown_hegWreck3,DialogOptionSelected,$option == sunrider_missionShowdown_hegWreck3,"Highlight $sunrider_missionShowdown_system2
Call $global.sunrider_missionShowdown_ref advanceToStage2","With your officers, you analyze the data more carefully, spending a few hours to study the hyperspace pursuit recordings and conclude that the most plausible point of origin is the $sunrider_missionShowdown_system2.

Of course, the fleet might have moved on already... but it's still the best lead you've got.",sunrider_missionShowdown_hegWreckEnd:Continue,
sunrider_missionShowdown_hegWreckEnd,DialogOptionSelected,$option == sunrider_missionShowdown_hegWreckEnd,"unset $canNotSalvage
ShowDefaultVisual
SalvageSpecialInteraction",,,
sunrider_missionShowdown_encounterInit,BeginFleetEncounter,"$sunrider_missionShowdown_fleet score:1000
!$sunrider_missionShowdown_fleetSeenDialog
!$ignorePlayerCommRequests",OpenComms,,,
sunrider_missionShowdown_encounter1,OpenCommLink,"$entity.sunrider_missionShowdown_fleet score:2000
!$entity.sunrider_missionShowdown_fleetSeenDialog","$entity.sunrider_missionShowdown_fleetSeenDialog = true
Call $global.sunrider_missionShowdown_ref delayedSetEncounterVisual","Four Ryuvian Nightmares come towards your $shipOrFleet; your sensors indicate exactly what you heard from that XIV Enforcer’s black box: the mechs’ shields are immune to energy damage.

Not too far behind them, there are seven cruiser-sized black and white ships, and one frigate-sized ship.",sunrider_missionShowdown_encounter2:Continue,
sunrider_missionShowdown_encounter1Repeat,OpenCommLink,"$entity.sunrider_missionShowdown_fleet score:2000
$entity.sunrider_missionShowdown_fleetSeenDialog","ShowDefaultVisual
EndConversation NO_CONTINUE
Sunrider_MiscFunctions blockSPDisengage ""NO ESCAPE\nNO ESCAPE\nNO ESCAPE""","You try to establish a comm link, but only get static.",sunrider_missionShowdown_encounter2:Continue,
sunrider_missionShowdown_encounter2,DialogOptionSelected,$option == sunrider_missionShowdown_encounter2,,"Your comms link opens with an emergency fleetwide broadcast from Ava. She shouts, ""Everyone, that one ship is a Ryuvian Falcon! Almost thrice as tou..."" 

The comm link is abruptly interrupted by static and dies. You realize they’re already closing in when your comms officer manages to turn it back on by getting around the electronic attack your ship received.","sunrider_missionShowdown_encounter3:""You have to be kidding me!""",
sunrider_missionShowdown_encounter3,DialogOptionSelected,$option == sunrider_missionShowdown_encounter3,,"To the good listener, half a word is enough... and there is nothing so bad it can’t be made worse. As if four Nightmares aren’t enough trouble, there’s another unknown ship much stronger than them. This fight may be dreadful and with heavy casualties.",sunrider_missionShowdown_encounterEnd:BATTLE STATIONS,
sunrider_missionShowdown_encounterEnd,DialogOptionSelected,$option == sunrider_missionShowdown_encounterEnd,"ShowDefaultVisual
EndConversation NO_CONTINUE
Sunrider_MiscFunctions blockSPDisengage ""NO ESCAPE\nNO ESCAPE\nNO ESCAPE""",,,
sunrider_missionShowdown_encounterReportWin,Sunrider_MissionShowdown_FleetDefeated,,Call $global.sunrider_missionShowdown_ref wonEncounter,,,
sunrider_missionShowdown_encounterAfter1,Sunrider_MissionShowdown_PostEncounterDialogStart,,Call $global.sunrider_missionShowdown_ref updateData,"Many of your crewmembers and officers, at least the ones who survived, celebrate this victory. This foe, which had taken apart two major fleets with ease, has now fallen to you.

Besides, such a small, frail-looking ship being four times as durable as an Onslaught isn’t something you see every day.",sunrider_missionShowdown_encounterAfter2:Continue,
sunrider_missionShowdown_encounterAfter2,DialogOptionSelected,$option == sunrider_missionShowdown_encounterAfter2,BeginConversation sunrider_ava true false,"While you consider your victory, your terminal chimes. It's a private communication from Ava.

""Captain... there's something I noticed about the Ryuvian ships we recovered."" She sighs, closes her eye for a moment, ""They had AI cores installed. Furthermore, the Cruisers had more weapons than I remember.""

Ava thinks, visibly concerned. ""There’s no explanation other than... the Remnants somehow took control of the Ryuvian fleet and upgraded the Cruisers.""
",sunrider_missionShowdown_encounterAfter3:Continue,
sunrider_missionShowdown_encounterAfter3,DialogOptionSelected,$option == sunrider_missionShowdown_encounterAfter3,,"""I still do not know what is happening back in my..."" Ava hesitates, ""my galaxy. I don’t know why PACT and Alliance ships are here. I don’t know..."" she sniffs and wipes her good eye with her ungloved hand, ""I don’t know why I am here."" 

She recovers her composure and leans forward slightly. ""But if it keeps going, if something similar to what we just fought starts showing up close to unprotected worlds, I’m afraid things are only going to get worse.""","sunrider_missionShowdown_encounterAfter4:""...""",
sunrider_missionShowdown_encounterAfter4,DialogOptionSelected,$option == sunrider_missionShowdown_encounterAfter4,,"""The least we can do from here is to hope these were the last of them. If not, we will triumph over them again."" 

She lets out a heavy sigh. ""Anyway, thank you for listening. With your leave, captain.""","#sunrider_missionShowdown_encounterAfterEnd:Leave
sunrider_missionShowdown_encounterAfterFalcon:Turn your attention to the salvage report of the elite enemy ship",
sunrider_missionShowdown_encounterAfterFalcon,DialogOptionSelected,$option == sunrider_missionShowdown_encounterAfterFalcon,"EndConversation DO_NOT_FIRE
ShowImageVisual space_wreckage
Call $global.sunrider_missionShowdown_ref updateData
Call $global.sunrider_missionShowdown_ref startFalconDecrypt","That small but incredibly strong frigate is broken beyond recovery according to the salvage team’s analysis.

However, a single device was found: a strange and surprisingly intact computer core. Engineering reports that the data within can be decrypted, but it will take some unknown length of time.",sunrider_missionShowdown_encounterAfterEnd:Leave,
sunrider_missionShowdown_encounterAfterEnd,DialogOptionSelected,$option == sunrider_missionShowdown_encounterAfterEnd,DismissDialog,,,
sunrider_missionShowdown_falconWreckOpen,OpenInteractionDialog,"$sunrider_missionShowdown_falcon score:1000
!$sunrider_missionShowdown_wreckExplored","ShowImageVisual space_wreckage
SalvageGenFromSeed
FireBest SalvageCheckHostile
Call $global.sunrider_missionShowdown_ref updateData
$sunrider_missionShowdown_wreckExplored = true
Call $global.sunrider_missionShowdown_ref startFalconDecrypt","That small but incredibly strong frigate is broken beyond recovery according to the salvage team’s analysis.

However, a single device was found: a strange and surprisingly intact computer core.

You order your salvage team to bring it aboard. A while later, you receive the report that the data within can be decrypted, but it will take some unknown length of time.",sunrider_missionShowdown_falconWreckEnd:Continue,
sunrider_missionShowdown_falconWreckEnd,DialogOptionSelected,$option == sunrider_missionShowdown_falconWreckEnd,"unset $canNotSalvage
ShowDefaultVisual
SalvageSpecialInteraction",,,
sunrider_missionShowdown_falconDecryptStart,Sunrider_MissionShowdown_FalconDecryptDialogStart,,"#Sunrider_MiscFunctions showHull SunriderFalcon
ShowImageVisual free_orbit","Your engineering team submits the full report about the Ryuvian Falcon’s computer core. It includes a complete blueprint of the ship; enough to build copies with post-Collapse technology.

Regrettably, your own Ryuvian Falcons will be no more than shadows of the original; expensive to manufacture and maintain because of how delicate the work is and not nearly as powerful as the one you fought. Much of the design relies on elements not found in the Sector's periodic table; local substitutes are possible but performance necessarily suffers.

Still, it'll outperform any conventional frigate in the Sector, and can operate without a crew.",sunrider_missionShowdown_falconDecrypt1:Continue,"Don't show the hull, it spoils the name"
